Time (s),Main Avg Current (mA),Main Avg Power (mW),Main Avg Voltage (V)
1.1792,1416.5,5938.6763,4.1925
1.1794,1380.5,5787.7466,4.1925
1.1796,1354.5,5677.3872,4.1915
1.1798,1352.5,5669.0039,4.1915
1.1800,1307,5479.5977,4.1925
1.1802,1325.5,5555.8335,4.1915
1.1804,1341,5622.1426,4.1925
1.1806,1367,5729.7808,4.1915
1.1808,1378,5775.8872,4.1915
1.1810,1344,5634.7202,4.1925
1.1812,1334.5,5593.5571,4.1915
1.1814,1368,5735.3403,4.1925
1.1816,1348,5651.4902,4.1925
1.1818,1360.5,5703.8965,4.1925
1.1820,1354.5,5677.3872,4.1915
1.1822,1361,5705.9927,4.1925
1.1824,1367.5,5733.2441,4.1925
1.1826,1357,5687.8657,4.1915
1.1828,1370.5,5745.8213,4.1925
1.1830,1322,5541.1631,4.1915
1.1832,1342.5,5628.4316,4.1925
1.1834,1343.5,5633.9673,4.1935
1.1836,1339.5,5614.5146,4.1915
1.1838,1379,5780.0786,4.1915
1.1840,1384,5802.4199,4.1925
1.1842,1347.5,5648.0464,4.1915
1.1844,1321.5,5540.3887,4.1925
1.1846,1336.5,5603.2764,4.1925
1.1848,1346.5,5643.855,4.1915
1.1850,1342,5626.335,4.1925
1.1852,1325.5,5557.1587,4.1925
1.1854,1334,5591.4614,4.1915
1.1856,1324.5,5554.291,4.1935
1.1858,1128,4729.1401,4.1925
1.1860,1075.5,4504.1943,4.188
1.1862,1420.5,5955.4463,4.1925
1.1864,1486.5,6232.1514,4.1925
1.1866,1490.5,6248.9214,4.1925
1.1868,1482.5,6215.3813,4.1925
1.1870,1472,6169.8882,4.1915
1.1872,1496,6271.98,4.1925
1.1874,1491.5,6251.6226,4.1915
1.1876,1490,6245.3354,4.1915
1.1878,1470.5,6165.0713,4.1925
1.1880,1497.5,6278.269,4.1925
1.1882,1488,6238.4399,4.1925
1.1884,1467,6150.3975,4.1925
1.1886,1438,6027.3774,4.1915
1.1888,1468,6153.1221,4.1915
1.1890,1463.5,6135.7241,4.1925
1.1892,1467.5,6152.4941,4.1925
1.1894,1439,6031.5688,4.1915
1.1896,1464.5,6138.4521,4.1915
1.1898,1468.5,6155.2183,4.1915
1.1900,1479.5,6202.8037,4.1925
1.1902,1502.5,6297.729,4.1915
1.1904,1467,6150.3975,4.1925
1.1906,1470.5,6163.6011,4.1915
1.1908,1633,6846.3525,4.1925
1.1910,1638.5,6867.7729,4.1915
1.1912,1616.5,6777.1763,4.1925
1.1914,1559,6538.4458,4.194
1.1918,1339,5613.7578,4.1925
1.1920,1348,5651.4902,4.1925
1.1922,1345.5,5641.0088,4.1925
1.1924,1335,5596.9878,4.1925
1.1926,1332,5583.0781,4.1915
1.1928,1346.5,5646.5479,4.1935
1.1930,1354.5,5677.3872,4.1915
1.1932,1335,5595.6528,4.1915
1.1934,1341,5620.8018,4.1915
1.1936,1351.5,5666.1641,4.1925
1.1938,1343.5,5632.624,4.1925
1.1940,1335,5595.6528,4.1915
1.1942,1331.5,5580.9824,4.1915
1.1944,1345,5637.5679,4.1915
1.1946,1354.5,5677.3872,4.1915
1.1948,1344.5,5636.8164,4.1925
1.1950,1330.5,5578.1216,4.1925
1.1952,1351.5,5664.8125,4.1915
1.1954,1353,5672.4526,4.1925
1.1956,1350,5658.5254,4.1915
1.1958,1328,5566.312,4.1915
1.1960,1349,5654.334,4.1915
1.1962,1333.5,5589.3657,4.1915
1.1964,1324,5550.8701,4.1925
1.1966,1296.5,5435.5762,4.1925
1.1968,1318.5,5527.8115,4.1925
1.1970,1318.5,5527.8115,4.1925
1.1972,1324,5550.8701,4.1925
1.1974,1296.5,5434.2798,4.1915
1.1976,1318,5525.7153,4.1925
1.1978,1323,5545.355,4.1915
1.1980,1339.5,5614.5146,4.1915
1.1982,1280.5,5368.4966,4.1925
1.1984,1302,5458.6353,4.1925
1.1986,1321.5,5539.0674,4.1915
1.1988,1314.5,5511.0415,4.1925
1.1990,1309,5486.6738,4.1915
1.1992,1289.5,5406.229,4.1925
1.1994,1296.5,5435.5762,4.1925
1.1996,1293,5420.9028,4.1925
1.1998,1284.5,5385.2666,4.1925
1.2000,1314.5,5511.0415,4.1925
1.2002,1348,5650.1421,4.1915
1.2004,1350,5658.5254,4.1915
1.2006,1339.5,5615.854,4.1925
1.2008,1323,5546.6777,4.1925
1.2010,1341,5622.1426,4.1925
1.2012,1350,5659.875,4.1925
1.2014,1338,5609.5649,4.1925
1.2016,1320,5534.1001,4.1925
1.2018,1351,5662.7168,4.1915
1.2020,1351.5,5666.1641,4.1925
1.2022,1350,5659.875,4.1925
1.2024,1325,5553.7378,4.1915
1.2026,1341,5622.1426,4.1925
1.2028,1345,5638.9126,4.1925
1.2030,1351.5,5664.8125,4.1915
1.2032,1332.5,5585.1738,4.1915
1.2034,1342,5626.335,4.1925
1.2036,1362.5,5710.9189,4.1915
1.2038,1353.5,5674.5488,4.1925
1.2040,1340.5,5620.0464,4.1925
1.2042,1337,5605.3726,4.1925
1.2044,1351.5,5666.1641,4.1925
1.2046,1338,5609.5649,4.1925
1.2048,1310.5,5494.2715,4.1925
1.2050,1303,5462.8276,4.1925
1.2052,1325.5,5555.8335,4.1915
1.2054,1336,5602.5161,4.1935
1.2056,1325,5555.0625,4.1925
1.2058,1306.5,5476.1948,4.1915
1.2060,1333.5,5590.6987,4.1925
1.2062,1345,5637.5679,4.1915
1.2064,1385,5806.6128,4.1925
1.2066,1383.5,5800.3237,4.1925
1.2068,1359.5,5699.7041,4.1925
1.2070,1325,5555.0625,4.1925
1.2072,1314.5,5511.0415,4.1925
1.2074,1298.5,5443.9614,4.1925
1.2076,1336,5601.1802,4.1925
1.2078,1343,5630.5278,4.1925
1.2080,1337,5604.0356,4.1915
1.2082,1315.5,5513.9185,4.1915
1.2084,1332,5583.0781,4.1915
1.2086,1339,5613.7578,4.1925
1.2088,1343,5629.1846,4.1915
1.2090,1235,5178.9727,4.1935
1.2092,1157,4854.772,4.196
1.2094,946.5,3965.835,4.19
1.2096,1019.0001,4274.7056,4.195
1.2098,925,3875.75,4.19
1.2100,1131,4740.5869,4.1915
1.2102,1285.5,5389.459,4.1925
1.2104,1363,5714.3774,4.1925
1.2106,1347.5,5648.0464,4.1915
1.2108,1351.5,5666.1641,4.1925
1.2110,1349.5,5657.7788,4.1925
1.2112,1342.5,5627.0889,4.1915
1.2114,1329,5570.5039,4.1915
1.2116,1323.5,5548.7739,4.1925
1.2118,1341.5,5624.2388,4.1925
1.2120,1341,5620.8018,4.1915
1.2122,1332.5,5586.5063,4.1925
1.2124,1323.5,5547.4507,4.1915
1.2126,1346,5641.7593,4.1915
1.2128,1347.5,5649.394,4.1925
1.2130,1317,5521.5225,4.1925
1.2132,1295.5,5431.3838,4.1925
1.2134,1317,5520.2056,4.1915
1.2136,1321,5538.2925,4.1925
1.2138,1316.5,5519.4263,4.1925
1.2140,1294.5,5425.897,4.1915
1.2142,1314.5,5511.0415,4.1925
1.2144,1318.5,5527.8115,4.1925
1.2146,1317,5520.2056,4.1915
1.2148,1297.5,5438.4717,4.1915
1.2150,1310,5492.1753,4.1925
1.2152,1320,5532.7803,4.1915
1.2154,1315,5513.1377,4.1925
1.2156,1298.5,5443.9614,4.1925
1.2158,1295,5429.2876,4.1925
1.2160,1315.5,5515.2339,4.1925
1.2162,1272,5332.8604,4.1925
1.2164,1297.5,5438.4717,4.1915
1.2166,1327,5562.1206,4.1915
1.2168,1348.5,5652.2378,4.1915
1.2170,1352,5666.9082,4.1915
1.2172,1333,5587.2695,4.1915
1.2174,1327,5563.4478,4.1925
1.2176,1349.5,5657.7788,4.1925
1.2178,1344,5634.7202,4.1925
1.2180,1340,5617.9502,4.1925
1.2182,1326.5,5560.0249,4.1915
1.2184,1355.5,5682.9341,4.1925
1.2186,1354.5,5678.7412,4.1925
1.2188,1346,5643.105,4.1925
1.2190,1325.5,5555.8335,4.1915
1.2192,1352.5,5670.3564,4.1925
1.2194,1348.5,5652.2378,4.1915
1.2196,1356.5,5688.4829,4.1935
1.2198,1286.5,5392.3652,4.1915
1.2200,1352,5668.2603,4.1925
1.2202,1350.5,5661.9712,4.1925
1.2204,1354.5,5678.7412,4.1925
1.2206,1327.5,5564.2163,4.1915
1.2208,1349,5655.6826,4.1925
1.2210,1347.5,5648.0464,4.1915
1.2212,1344,5636.064,4.1935
1.2214,1202.5,5041.4814,4.1925
1.2216,1104.5,4626.7505,4.189
1.2218,1308.5,5484.5781,4.1915
1.2220,1430,5995.2754,4.1925
1.2222,1443,6048.335,4.1915
1.2224,1456.5,6104.9199,4.1915
1.2226,1460.5,6121.686,4.1915
1.2228,1472.5,6171.9839,4.1915
1.2230,1448.5,6071.3882,4.1915
1.2232,1454,6094.4414,4.1915
1.2234,1463,6132.1646,4.1915
1.2236,1471,6167.1675,4.1925
1.2238,1453.5,6092.3457,4.1915
1.2240,1452.5,6088.1538,4.1915
1.2242,1485,6224.3779,4.1915
1.2244,1489.5,6243.2397,4.1915
1.2246,1487.5,6234.8564,4.1915
1.2248,1467.5,6151.0264,4.1915
1.2250,1493.5,6260.0054,4.1915
1.2252,1490.5,6247.4312,4.1915
1.2254,1478.5,6198.6113,4.1925
1.2256,1465,6140.5479,4.1915
1.2258,1495.5,6269.8838,4.1925
1.2260,1496.5,6272.5801,4.1915
1.2262,1492.5,6257.3066,4.1925
1.2264,1478,6193.5586,4.1905
1.2266,1531,6420.2485,4.1935
1.2268,1380.5,5787.7466,4.1925
1.2270,1346.5,5646.5479,4.1935
1.2272,1220.5,5118.167,4.1935
1.2274,1216,5098.0801,4.1925
1.2276,1348,5651.4902,4.1925
1.2278,1356,5685.0303,4.1925
1.2280,1326,5559.2554,4.1925
1.2282,1346,5643.105,4.1925
1.2284,1348,5651.4902,4.1925
1.2286,1356,5686.3862,4.1935
1.2288,1330.5,5578.1216,4.1925
1.2290,1343.5,5632.624,4.1925
1.2292,1340.5,5620.0464,4.1925
1.2294,1329,5571.8325,4.1925
1.2296,1310.5,5494.2715,4.1925
1.2298,1284,5381.8862,4.1915
1.2300,1330,5576.0254,4.1925
1.2302,1320.5,5536.1963,4.1925
1.2304,1312.5,5502.6562,4.1925
1.2306,1301.5,5455.2373,4.1915
1.2308,1323.5,5548.7739,4.1925
1.2310,1320.5,5534.876,4.1915
1.2312,1314.5,5511.0415,4.1925
1.2314,1298,5441.8652,4.1925
1.2316,1323,5546.6777,4.1925
1.2318,1317,5521.5225,4.1925
1.2320,1319,5529.9077,4.1925
1.2322,1292.5,5417.5142,4.1915
1.2324,1298.5,5443.9614,4.1925
1.2326,1293,5419.6099,4.1915
1.2328,1296.5,5435.5762,4.1925
1.2330,1300.5,5451.0459,4.1915
1.2332,1340,5617.9502,4.1925
1.2334,1353,5671.0996,4.1915
1.2336,1345,5638.9126,4.1925
1.2338,1327.5,5564.2163,4.1915
1.2340,1363,5714.3774,4.1925
1.2342,1328.5,5569.7363,4.1925
1.2344,1343,5630.5278,4.1925
1.2346,1329,5571.8325,4.1925
1.2348,1341,5622.1426,4.1925
1.2350,1353,5672.4526,4.1925
1.2352,1352.5,5670.3564,4.1925
1.2354,1341,5622.1426,4.1925
1.2356,1330.5,5578.1216,4.1925
1.2358,1346,5643.105,4.1925
1.2360,1352.5,5669.0039,4.1915
1.2362,1347,5647.2979,4.1925
1.2364,1330.5,5578.1216,4.1925
1.2366,1350.5,5661.9712,4.1925
1.2368,1353.5,5674.5488,4.1925
1.2370,1348,5651.4902,4.1925
1.2372,1330.5,5578.1216,4.1925
1.2374,1349.5,5657.7788,4.1925
1.2376,1351,5664.0679,4.1925
1.2378,1320,5534.1001,4.1925
1.2380,1296.5,5434.2798,4.1915
1.2382,1319,5528.5889,4.1915
1.2384,1320.5,5534.876,4.1915
1.2386,1318.5,5527.8115,4.1925
1.2388,1294,5423.8013,4.1915
1.2390,1312.5,5502.6562,4.1925
1.2392,1314,5507.6313,4.1915
1.2394,1315.5,5513.9185,4.1915
1.2396,1293.5,5421.7056,4.1915
1.2398,1341,5620.8018,4.1915
1.2400,1360,5701.8003,4.1925
1.2402,1315.5,5515.2339,4.1925
1.2404,1293,5420.9028,4.1925
1.2406,1306,5475.4053,4.1925
1.2408,1338,5609.5649,4.1925
1.2410,1267.5,5313.9937,4.1925
1.2412,1106.5,4637.895,4.1915
1.2414,1034,4337.6304,4.195
1.2416,828,3472.218,4.1935
1.2418,992.5,4161.0562,4.1925
1.2420,1191,4994.4585,4.1935
1.2422,1289.5,5406.229,4.1925
1.2424,1360.5,5703.8965,4.1925
1.2426,1360.5,5702.5361,4.1915
1.2428,1353,5672.4526,4.1925
1.2430,1327.5,5565.5439,4.1925
1.2432,1346,5643.105,4.1925
1.2434,1337,5604.0356,4.1915
1.2436,1330.5,5578.1216,4.1925
1.2438,1314.5,5509.7271,4.1915
1.2440,1338,5609.5649,4.1925
1.2442,1350,5658.5254,4.1915
1.2444,1353.5,5675.9023,4.1935
1.2446,1349,5654.334,4.1915
1.2448,1362.5,5710.9189,4.1915
1.2450,1362,5708.8232,4.1915
1.2452,1360,5700.4404,4.1915
1.2454,1340.5,5618.7061,4.1915
1.2456,1357.5,5691.3188,4.1925
1.2458,1350,5658.5254,4.1915
1.2460,1329,5571.8325,4.1925
1.2462,1307.5,5481.6938,4.1925
1.2464,1336,5601.1802,4.1925
1.2466,1255,5261.5874,4.1925
1.2468,1250,5240.625,4.1925
1.2470,1306,5475.4053,4.1925
1.2472,1306,5475.4053,4.1925
1.2474,1319.5,5530.6846,4.1915
1.2476,1319,5529.9077,4.1925
1.2478,1298.5,5443.9614,4.1925
1.2480,1301,5453.1416,4.1915
1.2482,1316.5,5519.4263,4.1925
1.2484,1314,5507.6313,4.1915
1.2486,1303,5462.8276,4.1925
1.2488,1293,5419.6099,4.1915
1.2490,1290,5408.3252,4.1925
1.2492,1292.5,5418.8066,4.1925
1.2494,1297.5,5438.4717,4.1915
1.2496,1304,5467.02,4.1925
1.2498,1323.5,5547.4507,4.1915
1.2500,1351,5662.7168,4.1915
1.2502,1343.5,5632.624,4.1925
1.2504,1321,5536.9717,4.1915
1.2506,1341.5,5624.2388,4.1925
1.2508,1352,5668.2603,4.1925
1.2510,1342.5,5628.4316,4.1925
1.2512,1322,5542.4854,4.1925
1.2514,1354.5,5678.7412,4.1925
1.2516,1354.5,5678.7412,4.1925
1.2518,1357.5,5691.3188,4.1925
1.2520,1350.5,5661.9712,4.1925
1.2522,1320.5,5536.1963,4.1925
1.2524,1348.5,5653.5864,4.1925
1.2526,1357.5,5691.3188,4.1925
1.2528,1334.5,5594.8916,4.1925
1.2530,1341.5,5624.2388,4.1925
1.2532,1351,5664.0679,4.1925
1.2534,1358,5692.0571,4.1915
1.2536,1338.5,5611.6616,4.1925
1.2538,1341,5622.1426,4.1925
1.2540,1349.5,5659.1284,4.1935
1.2542,1345.5,5639.6636,4.1915
1.2544,1309.5,5490.0791,4.1925
1.2546,1307.5,5481.6938,4.1925
1.2548,1317.5,5523.6191,4.1925
1.2550,1328,5567.6401,4.1925
1.2552,1309.5,5488.7695,4.1915
1.2554,1306.5,5477.5015,4.1925
1.2556,1317.5,5523.6191,4.1925
1.2558,1329.5,5573.9287,4.1925
1.2560,1318,5525.7153,4.1925
1.2562,1293.5,5422.999,4.1925
1.2564,1324,5550.8701,4.1925
1.2566,1319.5,5532.0039,4.1925
1.2568,1323.5,5548.7739,4.1925
1.2570,1313,5502.126,4.1905
1.2572,1403.5,5885.5771,4.1935
1.2574,1268.5,5316.918,4.1915
1.2576,1334.5,5593.5571,4.1915
1.2578,1453,6090.25,4.1915
1.2580,1484.5,6222.2822,4.1915
1.2582,1488,6236.9521,4.1915
1.2584,1490,6246.8252,4.1925
1.2586,1466.5,6146.835,4.1915
1.2588,1480.5,6204.0352,4.1905
1.2590,1521,6376.7925,4.1925
1.2592,1401.5,5874.3877,4.1915
1.2594,1348.5,5654.9346,4.1935
1.2596,1265,5305.4097,4.194
1.2598,1165.5,4889.2725,4.195
1.2600,1042,4369.627,4.1935
1.2602,977.5,4098.1689,4.1925
1.2604,967,4054.1477,4.1925
1.2606,979.5,4106.5537,4.1925
1.2608,986.5,4134.915,4.1915
1.2610,970,4066.7251,4.1925
1.2612,961.5,4031.0889,4.1925
1.2614,984,4125.4199,4.1925
1.2616,979.5,4106.5537,4.1925
1.2618,970,4066.7251,4.1925
1.2620,960.5,4026.8962,4.1925
1.2622,977.5,4098.1689,4.1925
1.2624,976.5,4093.9763,4.1925
1.2626,948,3974.49,4.1925
1.2628,925,3878.0625,4.1925
1.2630,950.5,3984.9714,4.1925
1.2632,946.5,3969.1477,4.1935
1.2634,946,3966.1052,4.1925
1.2636,927,3886.4475,4.1925
1.2638,942.5,3951.4314,4.1925
1.2640,947.5,3972.3938,4.1925
1.2642,943,3954.4705,4.1935
1.2644,920.5,3858.2759,4.1915
1.2646,936.5,3927.2129,4.1935
1.2648,942,3949.3352,4.1925
1.2650,939.5,3938.8538,4.1925
1.2652,924,3873.8701,4.1925
1.2654,920.5,3859.1963,4.1925
1.2656,917.5,3847.5364,4.1935
1.2658,917,3844.5227,4.1925
1.2660,922.5,3866.6589,4.1915
1.2662,1103.5,4626.4238,4.1925
1.2664,1249.5,5239.7783,4.1935
1.2666,1341,5622.1426,4.1925
1.2668,1351.5,5664.8125,4.1915
1.2670,1337.5,5606.1313,4.1915
1.2672,1345,5638.9126,4.1925
1.2674,1331.5,5582.314,4.1925
1.2676,1325,5555.0625,4.1925
1.2678,1311,5495.0566,4.1915
1.2680,1342.5,5627.0889,4.1915
1.2682,1342,5624.9932,4.1915
1.2684,1332.5,5585.1738,4.1915
1.2686,1316,5517.3301,4.1925
1.2688,1331.5,5582.314,4.1925
1.2690,1337.5,5606.1313,4.1915
1.2692,1339,5613.7578,4.1925
1.2694,1319.5,5530.6846,4.1915
1.2696,1337,5604.0356,4.1915
1.2698,1448.5,6075.0088,4.194
1.2700,1456.5,6106.3765,4.1925
1.2702,1324,5550.8701,4.1925
1.2704,1331.5,5582.314,4.1925
1.2706,1341,5620.8018,4.1915
1.2708,1322.5,5544.5815,4.1925
1.2710,1291,5412.5176,4.1925
1.2712,1301,5454.4429,4.1925
1.2714,1313,5504.7524,4.1925
1.2716,1314.5,5512.356,4.1935
1.2718,1296,5433.48,4.1925
1.2720,1297,5437.6729,4.1925
1.2722,1312,5500.5601,4.1925
1.2724,1312,5500.5601,4.1925
1.2726,1299,5446.0576,4.1925
1.2728,1296.5,5435.5762,4.1925
1.2730,1314.5,5511.0415,4.1925
1.2732,1314,5508.9453,4.1925
1.2734,1300,5450.25,4.1925
1.2736,1288.5,5400.748,4.1915
1.2738,1323,5545.355,4.1915
1.2740,1324.5,5551.6421,4.1915
1.2742,1322,5542.4854,4.1925
1.2744,1306.5,5476.1948,4.1915
1.2746,1328,5568.9683,4.1935
1.2748,1332,5584.4102,4.1925
1.2750,1328,5567.6401,4.1925
1.2752,1304.5,5467.812,4.1915
1.2754,1323.5,5548.7739,4.1925
1.2756,1303.5,5466.2275,4.1935
1.2758,1101.5,4615.2852,4.19
1.2760,1159,4860.2666,4.1935
1.2762,1098,4603.3652,4.1925
1.2764,1037,4350.2153,4.195
1.2766,814,3410.6602,4.19
1.2768,1083.5,4541.4902,4.1915
1.2770,1213.5,5085.1714,4.1905
1.2772,1340,5617.9502,4.1925
1.2774,1363,5714.3774,4.1925
1.2776,1341,5622.1426,4.1925
1.2778,1349.5,5657.7788,4.1925
1.2780,1340.5,5620.0464,4.1925
1.2782,1337,5605.3726,4.1925
1.2784,1319,5528.5889,4.1915
1.2786,1323.5,5548.7739,4.1925
1.2788,1328,5567.6401,4.1925
1.2790,1313,5504.7524,4.1925
1.2792,1298.5,5443.9614,4.1925
1.2794,1296.5,5434.2798,4.1915
1.2796,1315.5,5515.2339,4.1925
1.2798,1295,5429.2876,4.1925
1.2800,1308.5,5485.8862,4.1925
1.2802,1295,5427.9927,4.1915
1.2804,1316,5516.0142,4.1915
1.2806,1318,5525.7153,4.1925
1.2808,1309,5489.2915,4.1935
1.2810,1293,5419.6099,4.1915
1.2812,1308.5,5485.8862,4.1925
1.2814,1311.5,5498.4639,4.1925
1.2816,1311.5,5498.4639,4.1925
1.2818,1289.5,5404.9395,4.1915
1.2820,1290.5,5410.4214,4.1925
1.2822,1289,5404.1328,4.1925
1.2824,1287,5394.4609,4.1915
1.2826,1294.5,5425.897,4.1915
1.2828,1335,5595.6528,4.1915
1.2830,1345,5636.2222,4.1905
1.2832,1345,5638.9126,4.1925
1.2834,1325,5555.0625,4.1925
1.2836,1324.5,5551.6421,4.1915
1.2838,1348.5,5653.5864,4.1925
1.2840,1343,5631.8706,4.1935
1.2842,1325.5,5555.8335,4.1915
1.2844,1335,5596.9878,4.1925
1.2846,1350.5,5661.9712,4.1925
1.2848,1351,5662.7168,4.1915
1.2850,1337.5,5606.1313,4.1915
1.2852,1325,5553.7378,4.1915
1.2854,1352.5,5670.3564,4.1925
1.2856,1348,5651.4902,4.1925
1.2858,1339.5,5615.854,4.1925
1.2860,1332.5,5585.1738,4.1915
1.2862,1347,5645.9507,4.1915
1.2864,1353.5,5673.1953,4.1915
1.2866,1344,5634.7202,4.1925
1.2868,1329,5571.8325,4.1925
1.2870,1348,5650.1421,4.1915
1.2872,1349,5655.6826,4.1925
1.2874,1321.5,5540.3887,4.1925
1.2876,1297,5436.376,4.1915
1.2878,1317,5520.2056,4.1915
1.2880,1345.5,5641.0088,4.1925
1.2882,1296.5,5435.5762,4.1925
1.2884,1300,5450.25,4.1925
1.2886,1313.5,5505.5356,4.1915
1.2888,1323.5,5548.7739,4.1925
1.2890,1319,5529.9077,4.1925
1.2892,1302.5,5460.7314,4.1925
1.2894,1309,5486.6738,4.1915
1.2896,1324.5,5552.9663,4.1925
1.2898,1311,5493.7451,4.1905
1.2900,1385,5807.9976,4.1935
1.2902,1234,5172.311,4.1915
1.2904,1332.5,5585.1738,4.1915
1.2906,1487,6234.2476,4.1925
1.2908,1471,6167.1675,4.1925
1.2910,1468,6153.1221,4.1915
1.2912,1490.5,6247.4312,4.1915
1.2914,1485.5,6227.959,4.1925
1.2916,1478.5,6197.1328,4.1915
1.2918,1466.5,6146.835,4.1915
1.2920,1496,6271.98,4.1925
1.2922,1484,6221.6704,4.1925
1.2924,1476.5,6190.2266,4.1925
1.2926,1472.5,6171.9839,4.1915
1.2928,1502,6297.1353,4.1925
1.2930,1490.5,6247.4312,4.1915
1.2932,1493.5,6261.499,4.1925
1.2934,1463.5,6134.2607,4.1915
1.2936,1494.5,6264.1973,4.1915
1.2938,1493.5,6260.0054,4.1915
1.2940,1498,6280.3652,4.1925
1.2942,1472.5,6173.4565,4.1925
1.2944,1497.5,6278.269,4.1925
1.2946,1497.5,6278.269,4.1925
1.2948,1501.5,6293.5376,4.1915
1.2950,1571,6584.8467,4.1915
1.2952,1658,6949.5073,4.1915
1.2954,1621,6796.0425,4.1925
1.2956,1492,6256.7021,4.1935
1.2958,1165,4881.9321,4.1905
1.2960,1217.5,5104.3687,4.1925
1.2962,1320.5,5534.876,4.1915
1.2964,1325.5,5557.1587,4.1925
1.2966,1301.5,5456.5391,4.1925
1.2968,1312.5,5501.3442,4.1915
1.2970,1320,5532.7803,4.1915
1.2972,1324,5550.8701,4.1925
1.2974,1410,5908.6045,4.1905
1.2976,1531.5,6420.814,4.1925
1.2978,1540,6456.4502,4.1925
1.2980,1508.5,6324.3862,4.1925
1.2982,1507,6316.5908,4.1915
1.2984,1465.5,6144.1089,4.1925
1.2986,1469,6158.7827,4.1925
1.2988,1453,6091.7026,4.1925
1.2990,1469.5,6160.8789,4.1925
1.2992,1462.5,6131.5312,4.1925
1.2994,1472,6171.3604,4.1925
1.2996,1468,6153.1221,4.1915
1.2998,1483,6217.4775,4.1925
1.3000,1458.5,6113.3032,4.1915
1.3002,1537,6443.8726,4.1925
1.3004,1484.5,6223.7666,4.1925
1.3006,1454,6094.4414,4.1915
1.3008,1442,6044.1431,4.1915
1.3010,1456,6102.8242,4.1915
1.3012,1515,6351.6377,4.1925
1.3014,1553.5,6511.4956,4.1915
1.3016,1532.5,6425.0063,4.1925
1.3018,1539.5,6452.8145,4.1915
1.3020,1540,6454.9102,4.1915
1.3022,1542.5,6463.0752,4.19
1.3024,1529.5,6410.8994,4.1915
1.3026,1501.5,6291.2852,4.19
1.3028,1543,6467.4849,4.1915
1.3030,1534.5,6431.8569,4.1915
1.3032,1517.5,6360.6016,4.1915
1.3034,1540.5,6457.0059,4.1915
1.3036,1663.5,6972.5605,4.1915
1.3038,1612.5,6758.7939,4.1915
1.3040,1597,6692.228,4.1905
1.3042,1490.5,6247.4312,4.1915
1.3044,1506,6313.9053,4.1925
1.3046,1514.5,6349.5415,4.1925
1.3048,1513,6341.7397,4.1915
1.3050,1489,6241.1436,4.1915
1.3052,1503,6301.3276,4.1925
1.3054,1504.5,6307.6162,4.1925
1.3056,1489.5,6243.2397,4.1915
1.3058,1478.5,6195.6538,4.1905
1.3060,1548,6489.9902,4.1925
1.3062,1465,6139.082,4.1905
1.3064,1508,6322.29,4.1925
1.3066,1382,5794.0352,4.1925
1.3068,1329,5571.8325,4.1925
1.3070,1345,5638.9126,4.1925
1.3072,1345.5,5641.0088,4.1925
1.3074,1276.5,5351.7266,4.1925
1.3076,1186.5,4977.3677,4.195
1.3078,987,4137.0107,4.1915
1.3080,1090,4572.5503,4.195
1.3082,875,3668.4375,4.1925
1.3084,976,4091.8801,4.1925
1.3086,1254,5254.8867,4.1905
1.3088,1435.5,6018.334,4.1925
1.3090,1360,5699.0796,4.1905
1.3092,1411.5,5916.3027,4.1915
1.3094,1405.5,5892.5591,4.1925
1.3096,1378,5775.8872,4.1915
1.3098,1310,5490.8652,4.1915
1.3100,1356,5683.6743,4.1915
1.3102,1306.5,5476.1948,4.1915
1.3104,1351.5,5664.8125,4.1915
1.3106,1354,5676.645,4.1925
1.3108,1349,5655.6826,4.1925
1.3110,1369,5739.5327,4.1925
1.3112,1373,5756.3027,4.1925
1.3114,1367,5731.1475,4.1925
1.3116,1352,5668.2603,4.1925
1.3118,1370.5,5744.4512,4.1915
1.3120,1354.5,5677.3872,4.1915
1.3122,1341.5,5624.2388,4.1925
1.3124,1321,5536.9717,4.1915
1.3126,1342.5,5628.4316,4.1925
1.3128,1344.5,5636.8164,4.1925
1.3130,1344.5,5635.4722,4.1915
1.3132,1322.5,5544.5815,4.1925
1.3134,1339,5612.4189,4.1915
1.3136,1346,5643.105,4.1925
1.3138,1341,5623.4834,4.1935
1.3140,1320,5534.1001,4.1925
1.3142,1337,5605.3726,4.1925
1.3144,1343,5630.5278,4.1925
1.3146,1340,5617.9502,4.1925
1.3148,1329,5571.8325,4.1925
1.3150,1317.5,5522.3013,4.1915
1.3152,1318.5,5526.4932,4.1915
1.3154,1321.5,5540.3887,4.1925
1.3156,1321,5538.2925,4.1925
1.3158,1345.5,5639.6636,4.1915
1.3160,1376.5,5769.6001,4.1915
1.3162,1372,5752.1104,4.1925
1.3164,1364.5,5720.6665,4.1925
1.3166,1348,5650.1421,4.1915
1.3168,1371,5746.5469,4.1915
1.3170,1376,5767.5044,4.1915
1.3172,1362,5710.1851,4.1925
1.3174,1349.5,5656.4297,4.1915
1.3176,1381,5788.4619,4.1915
1.3178,1384,5801.0361,4.1915
1.3180,1376,5768.8804,4.1925
1.3182,1353,5672.4526,4.1925
1.3184,1373.5,5758.3989,4.1925
1.3186,1377,5771.6958,4.1915
1.3188,1378,5775.8872,4.1915
1.3190,1356.5,5685.77,4.1915
1.3192,1373.5,5758.3989,4.1925
1.3194,1380,5784.27,4.1915
1.3196,1381,5791.2236,4.1935
1.3198,1287.5,5399.1313,4.1935
