Time (s),Main Avg Current (mA),Main Avg Power (mW),Main Avg Voltage (V)
13.5862,468,1962.0901,4.1925
13.5864,489,2050.1326,4.1925
13.5866,486.5,2039.6512,4.1925
13.5868,478.5,2006.1113,4.1925
13.5870,466,1953.7051,4.1925
13.5872,503.5,2111.4272,4.1935
13.5874,487,2041.7476,4.1925
13.5876,483,2024.9775,4.1925
13.5878,470,1970.4751,4.1925
13.5880,484.5,2031.7507,4.1935
13.5882,486.5,2039.6512,4.1925
13.5884,482.5,2023.3638,4.1935
13.5886,464,1945.3201,4.1925
13.5888,489,2050.6216,4.1935
13.5890,497,2083.6726,4.1925
13.5892,504,2113.02,4.1925
13.5894,470,1970.4751,4.1925
13.5896,491,2058.5176,4.1925
13.5898,500,2096.75,4.1935
13.5900,525.5,2203.1587,4.1925
13.5902,539,2259.7576,4.1925
13.5904,566,2372.9551,4.1925
13.5906,571.5,2396.0139,4.1925
13.5908,567.5,2379.8113,4.1935
13.5910,547.5,2295.3938,4.1925
13.5912,556,2331.5859,4.1935
13.5914,568,2381.3401,4.1925
13.5916,567,2377.1475,4.1925
13.5918,554.5,2324.7412,4.1925
13.5920,552.5,2316.9087,4.1935
13.5922,568.5,2383.4363,4.1925
13.5924,567.5,2379.2439,4.1925
13.5926,553,2319.0056,4.1935
13.5928,550.5,2307.9712,4.1925
13.5930,569,2385.5325,4.1925
13.5932,579,2427.4575,4.1925
13.5934,544,2280.72,4.1925
13.5936,548.5,2299.5864,4.1925
13.5938,566,2372.9551,4.1925
13.5940,569.5,2387.6289,4.1925
13.5942,563.5,2363.0374,4.1935
13.5944,544.5,2282.8164,4.1925
13.5946,539.5,2262.3933,4.1935
13.5948,516,2163.8459,4.1935
13.5950,470,1970.4751,4.1925
13.5952,457.5,1918.0688,4.1925
13.5954,545.5,2287.5542,4.1935
13.5956,507,2125.5977,4.1925
13.5958,516.5,2165.4263,4.1925
13.5960,513,2150.7524,4.1925
13.5962,550,2306.425,4.1935
13.5964,531,2226.2175,4.1925
13.5966,479,2008.6865,4.1935
13.5968,472,1978.8601,4.1925
13.5970,505.5,2118.8035,4.1915
13.5972,547.5,2295.3938,4.1925
13.5974,484.5,2031.7507,4.1935
13.5976,396.5,1662.7228,4.1935
13.5978,388.5,1628.3978,4.1915
13.5980,428,1794.39,4.1925
13.5982,473,1983.0526,4.1925
13.5984,482,2021.267,4.1935
13.5986,462.5,1939.0312,4.1925
13.5988,493.5,2069.4922,4.1935
13.5990,451,1890.8175,4.1925
13.5992,407,1706.3475,4.1925
13.5994,430,1802.775,4.1925
13.5996,464.5,1947.4163,4.1925
13.5998,490.5,2056.4214,4.1925
13.6000,478.5,2006.5897,4.1935
13.6002,445,1865.6626,4.1925
13.6004,443,1857.2776,4.1925
13.6006,410.5,1721.4318,4.1935
13.6008,366.5,1536.9177,4.1935
13.6010,344.5,1444.3163,4.1925
13.6012,363,1521.8776,4.1925
13.6014,376.5,1578.8528,4.1935
13.6016,366,1534.821,4.1935
13.6018,341.5,1431.7388,4.1925
13.6020,353.5,1482.0488,4.1925
13.6022,359,1505.4666,4.1935
13.6024,360,1509.66,4.1935
13.6026,341.5,1431.7388,4.1925
13.6028,352,1475.76,4.1925
13.6030,370.5,1552.9508,4.1915
13.6032,454.5,1905.4913,4.1925
13.6034,480,2012.88,4.1935
13.6036,513,2150.7524,4.1925
13.6038,563,2360.9404,4.1935
13.6040,562.5,2358.2812,4.1925
13.6042,476.5,1998.4409,4.194
13.6044,336,1408.6801,4.1925
13.6046,346.5,1453.0477,4.1935
13.6048,347,1454.7975,4.1925
13.6050,337,1412.8726,4.1925
13.6052,328.5,1377.5648,4.1935
13.6054,345.5,1448.8542,4.1935
13.6056,345.5,1448.5088,4.1925
13.6058,338.5,1419.4998,4.1935
13.6060,326,1366.755,4.1925
13.6062,344,1442.564,4.1935
13.6064,346.5,1452.7013,4.1925
13.6066,341.5,1432.251,4.194
13.6068,324.5,1360.1418,4.1915
13.6070,344.5,1444.6608,4.1935
13.6072,346,1450.951,4.1935
13.6074,343,1438.3705,4.1935
13.6076,323.5,1356.5973,4.1935
13.6078,342.5,1435.9313,4.1925
13.6080,345,1446.7576,4.1935
13.6082,345,1446.9299,4.194
13.6084,325,1362.5625,4.1925
13.6086,341,1429.6426,4.1925
13.6088,346,1450.605,4.1925
13.6090,345,1446.7576,4.1935
13.6092,327,1370.9475,4.1925
13.6094,337.5,1414.9688,4.1925
13.6096,345.5,1448.8542,4.1935
13.6098,344.5,1444.6608,4.1935
13.6100,328.5,1377.2363,4.1925
13.6102,333,1396.1025,4.1925
13.6104,343,1438.0276,4.1925
13.6106,343,1438.0276,4.1925
13.6108,333.5,1398.5322,4.1935
13.6110,320.5,1344.0167,4.1935
13.6112,329.5,1381.7583,4.1935
13.6114,319,1337.4076,4.1925
13.6116,324,1358.37,4.1925
13.6118,339,1421.2576,4.1925
13.6120,371,1555.7886,4.1935
13.6122,372.5,1562.0787,4.1935
13.6124,366,1534.821,4.1935
13.6126,345,1446.4126,4.1925
13.6128,368,1542.8401,4.1925
13.6130,384,1609.5361,4.1915
13.6132,426,1786.005,4.1925
13.6134,411,1723.1176,4.1925
13.6136,375,1572.5625,4.1935
13.6138,377,1580.5725,4.1925
13.6140,372.5,1562.0787,4.1935
13.6142,354,1484.145,4.1925
13.6144,364,1526.0701,4.1925
13.6146,371.5,1557.5138,4.1925
13.6148,375,1572.1875,4.1925
13.6150,359,1505.4666,4.1935
13.6152,364,1526.434,4.1935
13.6154,374.5,1570.0913,4.1925
13.6156,376,1576.756,4.1935
13.6158,362,1518.047,4.1935
13.6160,361.5,1515.5887,4.1925
13.6162,375,1572.1875,4.1925
13.6164,373.5,1566.2722,4.1935
13.6166,364,1526.434,4.1935
13.6168,347.5,1457.2412,4.1935
13.6170,346.5,1452.7013,4.1925
13.6172,346,1450.951,4.1935
13.6174,338,1417.0651,4.1925
13.6176,326.5,1368.8513,4.1925
13.6178,346,1450.605,4.1925
13.6180,346.5,1453.0477,4.1935
13.6182,341,1429.9835,4.1935
13.6184,325,1362.5625,4.1925
13.6186,345,1446.4126,4.1925
13.6188,346,1450.605,4.1925
13.6190,343.5,1440.4673,4.1935
13.6192,324.5,1360.4663,4.1925
13.6194,347,1454.7975,4.1925
13.6196,346,1450.605,4.1925
13.6198,345,1446.7576,4.1935
13.6200,324.5,1360.4663,4.1925
13.6202,341.5,1432.0803,4.1935
13.6204,345.5,1448.8542,4.1935
13.6206,345.5,1448.8542,4.1935
13.6208,326.5,1368.8513,4.1925
13.6210,339,1421.2576,4.1925
13.6212,347,1454.7975,4.1925
13.6214,346,1450.951,4.1935
13.6216,329.5,1381.7583,4.1935
13.6218,335.5,1406.9193,4.1935
13.6220,346.5,1452.7013,4.1925
13.6222,346.5,1453.0477,4.1935
13.6224,332,1391.91,4.1925
13.6226,333,1396.4355,4.1935
13.6228,346.5,1453.0477,4.1935
13.6230,353.5,1482.0488,4.1925
13.6232,397.5,1666.5188,4.1925
13.6234,414.5,1737.3768,4.1915
13.6236,443,1857.2776,4.1925
13.6238,457.5,1918.0688,4.1925
13.6240,445,1865.2175,4.1915
13.6242,517.5,2170.3948,4.194
13.6244,484,2029.17,4.1925
13.6246,425,1782.2375,4.1935
13.6248,343,1438.3705,4.1935
13.6250,325,1362.5625,4.1925
13.6252,345.5,1448.8542,4.1935
13.6254,346.5,1452.7013,4.1925
13.6256,342.5,1436.2738,4.1935
13.6258,325.5,1364.6588,4.1925
13.6260,344.5,1444.6608,4.1935
13.6262,346.5,1453.0477,4.1935
13.6264,343,1438.3705,4.1935
13.6266,325,1362.2375,4.1915
13.6268,339,1421.2576,4.1925
13.6270,344,1442.2201,4.1925
13.6272,344,1442.564,4.1935
13.6274,328,1375.468,4.1935
13.6276,321.5,1348.2102,4.1935
13.6278,324.5,1360.4663,4.1925
13.6280,325,1362.5625,4.1925
13.6282,324.5,1360.4663,4.1925
13.6284,352.5,1477.8563,4.1925
13.6286,374,1568.369,4.1935
13.6288,371,1555.7886,4.1935
13.6290,360,1509.66,4.1935
13.6292,356,1492.53,4.1925
13.6294,366,1534.821,4.1935
13.6296,371,1555.7886,4.1935
13.6298,360.5,1511.7567,4.1935
13.6300,353,1479.9525,4.1925
13.6302,375,1572.1875,4.1925
13.6304,376,1576.38,4.1925
13.6306,368.5,1545.3048,4.1935
13.6308,350.5,1469.4713,4.1925
13.6310,369,1547.4015,4.1935
13.6312,370.5,1553.6918,4.1935
13.6314,372.5,1561.7063,4.1925
13.6316,352.5,1478.2087,4.1935
13.6318,371,1555.4176,4.1925
13.6320,375,1572.1875,4.1925
13.6322,374.5,1570.4658,4.1935
13.6324,354.5,1486.2413,4.1925
13.6326,369.5,1549.4983,4.1935
13.6328,373.5,1566.2722,4.1935
13.6330,377.5,1583.0463,4.1935
13.6332,355.5,1490.4338,4.1925
13.6334,348,1459.338,4.1935
13.6336,348,1458.99,4.1925
13.6338,347,1455.1445,4.1935
13.6340,330.5,1385.9518,4.1935
13.6342,333.5,1398.5322,4.1935
13.6344,346,1450.605,4.1925
13.6346,346.5,1452.7013,4.1925
13.6348,334,1400.629,4.1935
13.6350,331,1388.0485,4.1935
13.6352,346,1450.605,4.1925
13.6354,346.5,1453.0477,4.1935
13.6356,336.5,1411.1128,4.1935
13.6358,328.5,1377.2363,4.1925
13.6360,349,1463.5315,4.1935
13.6362,346.5,1452.7013,4.1925
13.6364,340,1425.79,4.1935
13.6366,327,1370.9475,4.1925
13.6368,345.5,1448.8542,4.1935
13.6370,347.5,1456.8938,4.1925
13.6372,341,1429.9835,4.1935
13.6374,324.5,1360.1418,4.1915
13.6376,344.5,1444.6608,4.1935
13.6378,346,1450.605,4.1925
13.6380,343.5,1440.1238,4.1925
13.6382,324.5,1360.4663,4.1925
13.6384,343.5,1440.4673,4.1935
13.6386,346,1450.605,4.1925
13.6388,345,1446.7576,4.1935
13.6390,325.5,1364.6588,4.1925
13.6392,341,1429.6426,4.1925
13.6394,346.5,1453.0477,4.1935
13.6396,346,1450.951,4.1935
13.6398,328.5,1377.2363,4.1925
13.6400,338,1417.0651,4.1925
13.6402,346,1450.951,4.1935
13.6404,347,1455.1445,4.1935
13.6406,329.5,1381.4288,4.1925
13.6408,334.5,1402.3912,4.1925
13.6410,347,1454.7975,4.1925
13.6412,347,1455.1445,4.1935
13.6414,333,1396.4355,4.1935
13.6416,331.5,1389.8138,4.1925
13.6418,346.5,1453.0477,4.1935
13.6420,347,1455.1445,4.1935
13.6422,336,1409.016,4.1935
13.6424,329,1379.3325,4.1925
13.6426,346.5,1453.0477,4.1935
13.6428,346,1450.951,4.1935
13.6430,347.5,1456.8938,4.1925
13.6432,385,1614.1125,4.1925
13.6434,416,1744.7039,4.194
13.6436,352,1476.1121,4.1935
13.6438,341.5,1432.0803,4.1935
13.6440,323.5,1356.2738,4.1925
13.6442,323,1354.1775,4.1925
13.6444,324.5,1360.4663,4.1925
13.6446,324.5,1360.7908,4.1935
13.6448,327,1370.9475,4.1925
13.6450,365.5,1532.3588,4.1925
13.6452,373.5,1566.2722,4.1935
13.6454,370,1551.595,4.1935
13.6456,352,1475.76,4.1925
13.6458,359,1505.1075,4.1925
13.6460,373,1563.8025,4.1925
13.6462,369,1547.4015,4.1935
13.6464,354.5,1486.2413,4.1925
13.6466,363.5,1523.9738,4.1925
13.6468,380,1593.53,4.1935
13.6470,375.5,1574.2838,4.1925
13.6472,368.5,1545.3048,4.1935
13.6474,349.5,1465.2788,4.1925
13.6476,373.5,1566.2722,4.1935
13.6478,373,1563.8025,4.1925
13.6480,368,1542.8401,4.1925
13.6482,355.5,1490.4338,4.1925
13.6484,373,1563.8025,4.1925
13.6486,373,1563.8025,4.1925
13.6488,368,1542.8401,4.1925
13.6490,352,1475.76,4.1925
13.6492,373,1563.8025,4.1925
13.6494,375,1572.1875,4.1925
13.6496,370,1551.2251,4.1925
13.6498,348.5,1461.0863,4.1925
13.6500,348.5,1461.0863,4.1925
13.6502,346,1450.605,4.1925
13.6504,345,1446.7576,4.1935
13.6506,324.5,1360.4663,4.1925
13.6508,343,1438.3705,4.1935
13.6510,346,1450.605,4.1925
13.6512,345.5,1448.8542,4.1935
13.6514,326.5,1368.8513,4.1925
13.6516,339,1421.2576,4.1925
13.6518,345,1446.7576,4.1935
13.6520,346,1450.951,4.1935
13.6522,329,1379.3325,4.1925
13.6524,336.5,1410.7762,4.1925
13.6526,347,1454.7975,4.1925
13.6528,346,1450.951,4.1935
13.6530,346.5,1452.7013,4.1925
13.6532,395.5,1658.1338,4.1925
13.6534,414.5,1738.2058,4.1935
13.6536,392,1643.8521,4.1935
13.6538,388.5,1629.3689,4.194
13.6540,333.5,1398.5322,4.1935
13.6542,346.5,1452.7013,4.1925
13.6544,346.5,1453.0477,4.1935
13.6546,337.5,1414.9688,4.1925
13.6548,327,1371.2745,4.1935
13.6550,346,1450.951,4.1935
13.6552,347,1454.7975,4.1925
13.6554,341,1429.9835,4.1935
13.6556,325.5,1364.6588,4.1925
13.6558,345,1446.4126,4.1925
13.6560,346,1450.951,4.1935
13.6562,342.5,1436.2738,4.1935
13.6564,324,1358.37,4.1925
13.6566,343.5,1440.1238,4.1925
13.6568,346.5,1453.0477,4.1935
13.6570,344.5,1444.3163,4.1925
13.6572,325,1362.5625,4.1925
13.6574,342,1434.177,4.1935
13.6576,346.5,1453.0477,4.1935
13.6578,346,1450.951,4.1935
13.6580,326,1366.755,4.1925
13.6582,348.5,1461.0863,4.1925
13.6584,404.5,1695.8663,4.1925
13.6586,421.5,1767.1388,4.1925
13.6588,401,1681.1925,4.1925
13.6590,421.5,1767.1388,4.1925
13.6592,430.5,1804.8713,4.1925
13.6594,433,1815.7855,4.1935
13.6596,412.5,1729.4062,4.1925
13.6598,412.5,1729.8187,4.1935
13.6600,426,1786.005,4.1925
13.6602,437.5,1834.2188,4.1925
13.6604,414,1736.109,4.1935
13.6606,399.5,1674.9038,4.1925
13.6608,404,1693.3661,4.1915
13.6610,456,1912.236,4.1935
13.6612,462,1937.6279,4.194
13.6614,422,1769.2351,4.1925
13.6616,453,1899.2025,4.1925
13.6618,456.5,1914.3328,4.1935
13.6620,417.5,1750.7863,4.1935
13.6622,402.5,1687.4813,4.1925
13.6624,395.5,1657.7383,4.1915
13.6626,435.5,1825.3983,4.1915
13.6628,422.5,1770.9088,4.1915
13.6630,409.5,1716.4193,4.1915
13.6632,445,1865.2175,4.1915
13.6634,462,1936.4731,4.1915
13.6636,516,2163.8459,4.1935
13.6638,507.5,2128.2012,4.1935
13.6640,530,2221.4951,4.1915
13.6642,605.5,2538.5588,4.1925
13.6644,602.5,2527.4875,4.195
13.6646,426.5,1787.6748,4.1915
13.6648,524.5,2199.4907,4.1935
13.6650,512,2147.072,4.1935
13.6652,409,1715.1415,4.1935
13.6654,380.5,1594.8658,4.1915
13.6656,463.5,1943.6873,4.1935
13.6658,500,2096.75,4.1935
13.6660,494,2071.095,4.1925
13.6662,500.5,2098.8469,4.1935
13.6664,469,1966.7515,4.1935
13.6666,473.5,1985.1488,4.1925
13.6668,539.5,2261.8538,4.1925
13.6670,549,2301.6826,4.1925
13.6672,533,2235.1355,4.1935
13.6674,554,2322.645,4.1925
13.6676,554.5,2324.1868,4.1915
13.6678,526.5,2207.8777,4.1935
13.6680,459.5,1926.4539,4.1925
13.6682,481.5,2018.6888,4.1925
13.6684,485,2032.8776,4.1915
13.6686,485,2033.8475,4.1935
13.6688,459.5,1926.4539,4.1925
13.6690,497.5,2085.7688,4.1925
13.6692,483,2025.4606,4.1935
13.6694,483,2025.4606,4.1935
13.6696,465.5,1951.6088,4.1925
13.6698,481.5,2019.1703,4.1935
13.6700,488,2046.428,4.1935
13.6702,483.5,2027.5573,4.1935
13.6704,464.5,1947.4163,4.1925
13.6706,481.5,2018.6888,4.1925
13.6708,497,2083.6726,4.1925
13.6710,497,2083.6726,4.1925
13.6712,471.5,1976.7638,4.1925
13.6714,485.5,2035.4589,4.1925
13.6716,498.5,2089.9614,4.1925
13.6718,547,2293.8445,4.1935
13.6720,552.5,2315.804,4.1915
13.6722,555,2327.3926,4.1935
13.6724,571.5,2396.5852,4.1935
13.6726,566.5,2374.4849,4.1915
13.6728,558.5,2342.0698,4.1935
13.6730,575,2410.1125,4.1915
13.6732,634,2658.679,4.1935
13.6734,586,2457.3911,4.1935
13.6736,565.5,2371.4243,4.1935
13.6738,569.5,2387.6289,4.1925
13.6740,588.5,2468.1689,4.194
13.6742,563,2360.3777,4.1925
13.6744,575.5,2412.7839,4.1925
13.6746,566.5,2375.0513,4.1925
13.6748,586,2457.3911,4.1935
13.6750,583,2444.8105,4.1935
13.6752,574.5,2409.1658,4.1935
13.6754,557,2334.6655,4.1915
13.6756,586,2456.219,4.1915
13.6758,579.5,2428.9744,4.1915
13.6760,582,2440.6169,4.1935
13.6762,598,2507.115,4.1925
13.6764,600.5,2517.5964,4.1925
13.6766,590,2472.9851,4.1915
13.6768,582.5,2443.0049,4.194
13.6770,498.5,2090.4597,4.1935
13.6772,471,1974.6676,4.1925
13.6774,473,1983.0526,4.1925
13.6776,477.5,2001.9188,4.1925
13.6778,478,2004.015,4.1925
13.6780,500.5,2098.8469,4.1935
13.6782,524.5,2198.9663,4.1925
13.6784,526,2205.2551,4.1925
13.6786,510.5,2140.7817,4.1935
13.6788,497.5,2085.2712,4.1915
13.6790,520,2180.1001,4.1925
13.6792,521.5,2186.3889,4.1925
13.6794,516,2163.8459,4.1935
13.6796,503.5,2110.9238,4.1925
13.6798,528,2213.6401,4.1925
13.6800,532.5,2232.5063,4.1925
13.6802,520,2180.1001,4.1925
13.6804,499,2092.0576,4.1925
13.6806,523,2193.2004,4.1935
13.6808,525.5,2203.1587,4.1925
13.6810,523.5,2195.2974,4.1935
13.6812,505,2117.2126,4.1925
13.6814,521.5,2185.8674,4.1915
13.6816,523,2193.2004,4.1935
13.6818,525.5,2203.6843,4.1935
13.6820,509,2133.9827,4.1925
13.6822,518,2171.7151,4.1925
13.6824,527,2209.4475,4.1925
13.6826,526,2205.2551,4.1925
13.6828,504.5,2115.1162,4.1925
13.6830,516,2163.3301,4.1925
13.6832,645.5,2706.2588,4.1925
13.6834,592.5,2484.6487,4.1935
13.6836,475,1991.4375,4.1925
13.6838,470.5,1972.5713,4.1925
13.6840,480,2012.4,4.1925
13.6842,480,2011.92,4.1915
13.6844,529,2217.8325,4.1925
13.6846,542.5,2273.8889,4.1915
13.6848,562.5,2358.2812,4.1925
13.6850,536.5,2249.2764,4.1925
13.6852,528,2214.168,4.1935
13.6854,465,1949.0476,4.1915
13.6856,486,2037.5551,4.1925
13.6858,480,2012.4,4.1925
13.6860,476.5,1998.2028,4.1935
13.6862,458.5,1922.2614,4.1925
13.6864,481,2016.5925,4.1925
13.6866,480,2012.4,4.1925
13.6868,479,2008.2075,4.1925
13.6870,458,1920.165,4.1925
13.6872,481.5,2019.1703,4.1935
13.6874,480.5,2014.4963,4.1925
13.6876,478,2004.493,4.1935
13.6878,460,1928.55,4.1925
13.6880,476.5,1997.7263,4.1925
13.6882,480.5,2014.4963,4.1925
13.6884,481.5,2019.1703,4.1935
13.6886,462.5,1939.0312,4.1925
13.6888,477,2000.2996,4.1935
13.6890,481,2017.0735,4.1935
13.6892,483,2025.4606,4.1935
13.6894,463.5,1943.6873,4.1935
13.6896,474,1987.245,4.1925
13.6898,484.5,2031.2664,4.1925
13.6900,483,2024.9775,4.1925
13.6902,468.5,1964.1863,4.1925
13.6904,470.5,1972.5713,4.1925
13.6906,482,2020.785,4.1925
13.6908,483,2024.9775,4.1925
13.6910,472.5,1980.9563,4.1925
13.6912,472.5,1981.4287,4.1935
13.6914,477.5,2001.9188,4.1925
13.6916,449.5,1884.5288,4.1925
13.6918,478,2004.493,4.1935
13.6920,457.5,1918.0688,4.1925
13.6922,475,1991.4375,4.1925
13.6924,500,2095.75,4.1915
13.6926,505.5,2119.3088,4.1925
13.6928,518.5,2173.8113,4.1925
13.6930,595,2493.9426,4.1915
13.6932,666,2793.2039,4.194
13.6934,581.5,2437.9387,4.1925
13.6936,598.5,2509.2114,4.1925
13.6938,584.5,2451.9775,4.195
13.6940,496,2079.48,4.1925
13.6942,498,2088.363,4.1935
13.6944,427,1789.7706,4.1915
13.6946,474.5,1988.8668,4.1915
13.6948,505.5,2118.8035,4.1915
13.6950,436,1828.366,4.1935
13.6952,469,1966.2826,4.1925
13.6954,525,2201.5874,4.1935
13.6956,501,2100.4426,4.1925
13.6958,530.5,2224.917,4.194
13.6960,436,1827.9301,4.1925
13.6962,427.5,1792.2938,4.1925
13.6964,443,1857.2776,4.1925
13.6966,359.5,1507.2037,4.1925
13.6968,326,1367.0811,4.1935
13.6970,353,1479.9525,4.1925
13.6972,378.5,1586.8613,4.1925
13.6974,381,1597.3425,4.1925
13.6976,427,1790.6245,4.1935
13.6978,453,1898.7496,4.1915
13.6980,509,2134.4915,4.1935
13.6982,488.5,2048.0364,4.1925
13.6984,442,1853.527,4.1935
13.6986,370,1551.2251,4.1925
13.6988,431,1806.9675,4.1925
13.6990,461.5,1935.3003,4.1935
13.6992,444.5,1863.5663,4.1925
13.6994,415,1739.8876,4.1925
13.6996,421.5,1767.5603,4.1935
13.6998,383,1605.7275,4.1925
13.7000,422,1769.2351,4.1925
13.7002,416,1743.6641,4.1915
13.7004,477,2000.2996,4.1935
13.7006,449,1883.5551,4.195
13.7008,375.5,1574.6593,4.1935
13.7010,351.5,1473.6638,4.1925
13.7012,414.5,1737.7913,4.1925
13.7014,431,1807.3986,4.1935
13.7016,453,1899.6555,4.1935
13.7018,426.5,1788.5277,4.1935
13.7020,427.5,1792.2938,4.1925
13.7022,439,1840.5076,4.1925
13.7024,439,1840.5076,4.1925
13.7026,424,1778.0441,4.1935
13.7028,424,1778.0441,4.1935
13.7030,440.5,1847.2368,4.1935
13.7032,421.5,1767.1388,4.1925
13.7034,421.5,1767.5603,4.1935
13.7036,409.5,1717.2383,4.1935
13.7038,367.5,1540.7438,4.1925
13.7040,365,1530.6276,4.1935
13.7042,357.5,1499.1763,4.1935
13.7044,345,1446.4126,4.1925
13.7046,365,1530.2626,4.1925
13.7048,364.5,1528.1663,4.1925
13.7050,360.5,1511.3962,4.1925
13.7052,344,1442.2201,4.1925
13.7054,363.5,1523.9738,4.1925
13.7056,365,1530.6276,4.1935
13.7058,363,1522.2405,4.1935
13.7060,343,1438.0276,4.1925
13.7062,362.5,1520.1438,4.1935
13.7064,365,1530.2626,4.1925
13.7066,363.5,1524.3373,4.1935
13.7068,343.5,1440.1238,4.1925
13.7070,361,1513.8535,4.1935
13.7072,365,1530.6276,4.1935
13.7074,364.5,1528.5308,4.1935
13.7076,345.5,1448.5088,4.1925
13.7078,356.5,1494.9828,4.1935
13.7080,365,1530.2626,4.1925
13.7082,365.5,1532.3588,4.1925
13.7084,348.5,1461.4348,4.1935
13.7086,354.5,1486.2413,4.1925
13.7088,365.5,1532.7242,4.1935
13.7090,364.5,1528.5308,4.1935
13.7092,350,1467.725,4.1935
13.7094,349.5,1465.2788,4.1925
13.7096,362,1518.047,4.1935
13.7098,362,1517.6851,4.1925
13.7100,355,1488.6925,4.1935
13.7102,340,1425.4501,4.1925
13.7104,342.5,1436.2738,4.1935
13.7106,343,1438.0276,4.1925
13.7108,343,1438.3705,4.1935
13.7110,353.5,1482.0488,4.1925
13.7112,388.5,1629.1748,4.1935
13.7114,391.5,1641.3638,4.1925
13.7116,387,1622.8845,4.1935
13.7118,366,1534.4551,4.1925
13.7120,386.5,1620.7877,4.1935
13.7122,392.5,1645.5563,4.1925
13.7124,385.5,1616.5942,4.1935
13.7126,368.5,1544.9363,4.1925
13.7128,388.5,1629.1748,4.1935
13.7130,408,1710.54,4.1925
13.7132,454.5,1905.4913,4.1925
13.7134,442.5,1855.8448,4.194
13.7136,384.5,1612.4008,4.1935
13.7138,391,1639.2676,4.1925
13.7140,393,1648.0455,4.1935
13.7142,380,1593.53,4.1935
13.7144,381,1597.3425,4.1925
13.7146,393.5,1650.1422,4.1935
13.7148,394.5,1654.3358,4.1935
13.7150,382.5,1604.0138,4.1935
13.7152,379,1589.3365,4.1935
13.7154,395.5,1658.1338,4.1925
13.7156,393,1647.6526,4.1925
13.7158,384.5,1612.4008,4.1935
13.7160,368,1543.208,4.1935
13.7162,366.5,1536.5513,4.1925
13.7164,365,1530.2626,4.1925
13.7166,359.5,1507.5632,4.1935
13.7168,344.5,1444.3163,4.1925
13.7170,365,1530.2626,4.1925
13.7172,366,1534.4551,4.1925
13.7174,361,1513.8535,4.1935
13.7176,343.5,1440.1238,4.1925
13.7178,363.5,1523.9738,4.1925
13.7180,366,1534.821,4.1935
13.7182,364,1526.434,4.1935
13.7184,343,1438.0276,4.1925
13.7186,364.5,1528.1663,4.1925
13.7188,365,1530.2626,4.1925
13.7190,365,1530.6276,4.1935
13.7192,350,1467.025,4.1915
13.7194,353.5,1482.0488,4.1925
13.7196,365.5,1532.7242,4.1935
13.7198,365.5,1532.7242,4.1935
13.7200,347,1455.1445,4.1935
13.7202,356.5,1494.9828,4.1935
13.7204,365,1530.2626,4.1925
13.7206,365.5,1532.3588,4.1925
13.7208,350,1467.375,4.1925
13.7210,352.5,1477.8563,4.1925
13.7212,364,1526.0701,4.1925
13.7214,365.5,1532.7242,4.1935
13.7216,353,1480.3055,4.1935
13.7218,349.5,1465.2788,4.1925
13.7220,364.5,1528.1663,4.1925
13.7222,365.5,1532.3588,4.1925
13.7224,356,1492.53,4.1925
13.7226,347.5,1457.2412,4.1935
13.7228,365,1530.2626,4.1925
13.7230,377.5,1582.6688,4.1925
13.7232,421.5,1767.1388,4.1925
13.7234,427.5,1792.7213,4.1935
13.7236,393,1648.0455,4.1935
13.7238,365.5,1532.7242,4.1935
13.7240,361,1513.8535,4.1935
13.7242,344,1442.2201,4.1925
13.7244,363.5,1523.9738,4.1925
13.7246,365,1530.6276,4.1935
13.7248,363,1521.8776,4.1925
13.7250,344,1442.2201,4.1925
13.7252,361.5,1515.9503,4.1935
13.7254,365.5,1532.3588,4.1925
13.7256,363,1522.2405,4.1935
13.7258,344,1442.2201,4.1925
13.7260,357.5,1498.8188,4.1925
13.7262,363,1521.8776,4.1925
13.7264,362.5,1520.1438,4.1935
13.7266,349,1463.1825,4.1925
13.7268,340,1425.4501,4.1925
13.7270,343.5,1440.1238,4.1925
13.7272,344.5,1444.6608,4.1935
13.7274,344.5,1444.3163,4.1925
13.7276,368.5,1544.9363,4.1925
13.7278,392.5,1645.5563,4.1925
13.7280,391.5,1641.7552,4.1935
13.7282,380,1593.53,4.1935
13.7284,367,1538.6476,4.1925
13.7286,391,1639.6586,4.1935
13.7288,390.5,1637.1713,4.1925
13.7290,381.5,1599.4388,4.1925
13.7292,371,1555.4176,4.1925
13.7294,396,1660.2301,4.1925
13.7296,399,1672.8075,4.1925
13.7298,390.5,1637.5618,4.1935
13.7300,370.5,1553.3213,4.1925
13.7302,388.5,1629.1748,4.1935
13.7304,392,1643.4601,4.1925
13.7306,393.5,1650.1422,4.1935
13.7308,374,1567.995,4.1925
13.7310,389.5,1633.3683,4.1935
13.7312,395,1656.0376,4.1925
13.7314,395,1656.4325,4.1935
13.7316,375,1572.5625,4.1935
13.7318,387,1622.4976,4.1925
13.7320,392.5,1645.5563,4.1925
13.7322,377.5,1583.0463,4.1935
13.7324,348.5,1461.0863,4.1925
13.7326,354.5,1486.5958,4.1935
13.7328,365,1530.2626,4.1925
13.7330,374.5,1570.0913,4.1925
13.7332,413,1731.5026,4.1925
13.7334,424,1777.62,4.1925
13.7336,412.5,1728.9938,4.1915
13.7338,458.5,1922.2614,4.1925
13.7340,490,2054.325,4.1925
13.7342,475,1992.1499,4.194
13.7344,389.5,1632.9788,4.1925
